#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,https://img.pokemondb.net/sprites/home/normal/glaceon.png,"Glaceon is a quadrupedal, mammalian Pokémon covered in light-blue fur. It has long, pointed ears, dark eyes, and a small nose. A teal crest with two dangling flaps adorns its head, resembling hair or headgear. Glaceon has two dark blue, rhombus-shaped markings on its back; the tip of its tail, feet, and flaps are the same shade of blue.
"
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,https://img.pokemondb.net/sprites/home/normal/gliscor.png,"Gliscor is a large, mainly blue-purple vampire bat-like Pokémon, partially clad in an insect-like carapace. Its legs have two toes and a slightly darker circular coloration on the underside, and its tail has two barbs, giving its tail the resemblance of a vampire's fangs. Its arms are red with thin striations and are completely detached from its black wings, and each is ended with large pincers. Its ears have discernible, red, chambered ear insides, and its eyes are yellow. It has six visible fangs in its mouth, and its waist, like its arms, is red and striated. Gliscor's body resembles an open mouth, with the pointed protrusions coming from its upper torso resembling fangs, further illustrating its vampiric qualities. It has a tendency to hang upside down from trees while watching its prey.
"
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,https://img.pokemondb.net/sprites/home/normal/mamoswine.png,"Mamoswine is a large, quadrupedal Pokémon resembling a wooly mammoth crossed with a boar. Its brown fur is very thick to endure harsh cold and protect from snow and ice. Its tusks, which are smaller on a female Mamoswine than on a male, are made of pure, solid ice. Mamoswine has a blue mask-like pattern with a white rim around its face and eyes, resembling ski goggles. The fur on its muzzle is tan and shaggy, and its nose resembles that of a pig. Mamoswine's feet are black with three thick toes, and its tail is small.
"
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,https://img.pokemondb.net/sprites/home/normal/porygon-z.png,"Although technically a virtual, manmade Pokémon, Porygon-Z does have a physical body. Its head is fuchsia and ovoid in shape with a short, blunt antenna protruding upwards and a blue bill similar to that of a duck. Its eyes are yellow and have black rings, similar to a bulls-eye. The head is completely detached from the body and floats slightly above it. Its smooth, ovoid body is fuchsia with a blue ring connecting its arms. Two arms are loosely connected to their upper body and, other than their blue color, have no features. The tail is also blue and featureless but slightly resembles a paddle. Porygon-Z's offensive power has increased greatly from its time as Porygon2.
"
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,https://img.pokemondb.net/sprites/home/normal/gallade.png,"Gallade is a white, bipedal, bishōnen-like Pokémon. Its lower body consists of rounded hips with strong legs. It has a thin green torso with sharp, red horns sticking out of its chest and back. Its arms resemble tonfas with extendable, blade-like elbows. Its head resembles a gladiator's helmet with a white face, red eyes, and a teal head crest. It has spikes on the sides of its face.
"
475,GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,False,https://img.pokemondb.net/sprites/home/normal/gallade-mega.png,
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,https://img.pokemondb.net/sprites/home/normal/probopass.png,"Probopass is a mostly blue, rock-like Pokémon. It has small round eyes, a red nose that is large in proportion to its body, and a bushy black mustache that consists of iron sand, which appears to be attracted by its magnetic nose. Probopass has three small objects on its sides and back, called Mini-Noses (Japanese: チビノーズ Chibinose), which it is able to control. It has a big red hat-like magnet on top of its head, and exudes strong magnetism from all over its body.
"
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,https://img.pokemondb.net/sprites/home/normal/dusknoir.png,"Dusknoir is a primarily black Pokémon that somewhat resembles a cyclops. Its cylindrical head is light gray with a single eye that has a yellow iris and a red pupil. Its eyelid resembles a smiling mouth, with its red eye being a tongue. There is a yellow band near the top of its head, and a short, yellow antenna with a disc-shaped tip extends from on top. Six flat projections extend from the base of its neck and surround its head, resembling an upturned collar. Dusknoir has well-developed arms with two yellow bands near its wrists and large, gray hands. On the front of its torso are two almond-shaped markings, and on its back are two circular markings. Both sets of markings resemble eyes. A yellow band encircles its body, zigzagging along the front and forming a long curve around the back. It has a wispy tail in place of feet.
"
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,https://img.pokemondb.net/sprites/home/normal/froslass.png,"Froslass is a humanoid Pokémon with a hollow torso that resembles a kimono. It wears a red band around its waist, reminiscent of an Obi. Its body lacks feet and it floats in the air like its counterpart, Glalie. Its arms are connected to the sides of its head and flare at the wrists. The flared portion has a dappled light blue coloration. Its hands consist of three small fingers. Froslass's head is shaped similar to a sideways water droplet and is topped with two ice crystals that resemble horns. Its head has several holes on it, resembling a mask. Through two of these holes, crystal blue eyes with yellow sclerae can be seen. It also has a mouth below this ""mask"".
"
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,https://img.pokemondb.net/sprites/home/normal/rotom.png,"Rotom is a small, orange Pokémon that has a body of plasma. It is mostly spherical, with a bulb below its body and a long pointed protrusion on top, making it shaped like a lightning rod. There is a whitish blue aura of electricity around it that forms lightning bolt-shaped appendages. It has teeth, and its unique, blue eyes have a dividing line across them. In its base form, Rotom cannot be touched by anyone without the latter being electrocuted in the process.
"
479,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,False,https://img.pokemondb.net/sprites/home/normal/rotom-heat.png,
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,False,https://img.pokemondb.net/sprites/home/normal/rotom-wash.png,
479,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,False,https://img.pokemondb.net/sprites/home/normal/rotom-frost.png,
479,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,False,https://img.pokemondb.net/sprites/home/normal/rotom-fan.png,
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,False,https://img.pokemondb.net/sprites/home/normal/rotom-mow.png,
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,https://img.pokemondb.net/sprites/home/normal/uxie.png,"Uxie is a small, gray, fairy-like Pokémon with two gray tails that are each encrusted with a red gem. Uxie has a partially yellow face with another red gem encrusted into its forehead. Its head faintly resembles that of a helmet or a human brain.
Uxie always has its eyes closed, as it can wipe out the memory of those who see its eyes.
"
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,https://img.pokemondb.net/sprites/home/normal/mesprit.png,"Mesprit is a small, gray, fairy-like Pokémon. It has two tails that each have a red jewel encrusted in them. These are, presumably, two of the jewels which comprise the Red Chain. Mesprit has a partially magenta face with four long, drooping appendages and another red gem encrusted in its forehead.
"
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,https://img.pokemondb.net/sprites/home/normal/azelf.png,"Azelf is a small, gray-blue, fairy-like Pokémon. It has two tails that each have a red jewel on them. These are, presumably, two of the jewels which complement the Red Chain. Azelf has a partially cyan face with another red gem encrusted into its forehead. Azelf has a cone-shaped head with elf ear-like protrusions on each side.
"
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,https://img.pokemondb.net/sprites/home/normal/dialga.png,"Dialga is a dark-blue, sauropod-like Pokémon with some gray metallic portions and light blue stripes. It has a chest plate on its torso, which has a deep blue diamond-like crystal embedded in the center. Dialga has a fin-like structure on its back, three spines on the back of its neck, and a crest on its head, resembling a dinosaur. It also has two structures on the sides of its head that extend outward and resemble horns and fangs. It has three claws on each foot, of the same metallic look as its chest plate. Faint cracks exist across its body. The fin-like structure on its back can be used to focus the flow of time, as seen in Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness and Pokémon Mystery Dungeon: Explorers of Sky. Rather than walking on all fours, Dialga usually travels by levitation.
"
